,Product ID,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Air temperature [C],Process temperature [C]
8824,M23684,M,1799.0,24.5,137.0,0,24.30000000000001,35.89999999999998
8825,M23685,M,1548.0,41.3,140.0,0,24.30000000000001,35.80000000000001
8826,M23686,M,,47.9,143.0,0,24.19999999999999,35.80000000000001
8827,L56007,L,1463.0,49.9,146.0,0,24.19999999999999,35.69999999999999
8828,L56008,L,1587.0,35.8,148.0,0,24.30000000000001,35.69999999999999
8829,M23689,M,1469.0,44.1,150.0,0,24.30000000000001,35.80000000000001
8830,H38244,H,1430.0,42.8,153.0,0,24.30000000000001,35.69999999999999
8831,H38245,H,1726.0,26.8,,0,24.399999999999977,35.69999999999999
8832,L56012,L,1651.0,34.1,,0,24.399999999999977,35.80000000000001
8833,L56013,L,1529.0,41.3,165.0,0,24.399999999999977,35.80000000000001
8834,L56014,L,1473.0,46.2,167.0,0,24.399999999999977,35.80000000000001
8835,H38249,H,1324.0,53.5,169.0,0,24.399999999999977,35.80000000000001
8836,L56016,L,1708.0,28.8,174.0,0,24.399999999999977,35.89999999999998
8837,M23697,M,1540.0,38.5,176.0,0,24.5,36.10000000000002
8838,L56018,L,1320.0,54.7,179.0,0,24.5,36.0
8839,M23699,M,1376.0,39.0,181.0,0,24.399999999999977,35.89999999999998
8840,M23700,M,1542.0,37.0,184.0,0,24.30000000000001,35.69999999999999
8841,L56021,L,1506.0,39.3,187.0,0,24.30000000000001,35.69999999999999
8842,L56022,L,1492.0,43.6,189.0,0,24.30000000000001,35.69999999999999
8843,H38257,H,1564.0,38.0,191.0,0,24.30000000000001,35.80000000000001
8844,H38258,H,1645.0,30.8,196.0,0,24.399999999999977,
8845,M23705,M,1348.0,59.1,,0,24.399999999999977,35.89999999999998
8846,M23706,M,1325.0,62.4,204.0,1,24.399999999999977,35.80000000000001
8847,L56027,L,1443.0,43.5,0.0,0,24.5,35.89999999999998
8848,M23708,M,1436.0,44.8,,0,24.5,35.89999999999998
8849,L56029,L,1596.0,30.7,5.0,0,24.5,35.89999999999998
8850,L56030,L,1491.0,43.2,7.0,0,24.600000000000023,36.0
8851,M23711,M,1573.0,35.1,9.0,0,24.69999999999999,35.89999999999998
8852,L56032,L,1575.0,39.9,12.0,0,24.69999999999999,35.89999999999998
8853,L56033,L,1458.0,41.1,14.0,0,24.69999999999999,35.89999999999998
8854,M23714,M,1433.0,41.8,16.0,0,24.69999999999999,36.0
8855,L56035,L,1662.0,28.1,19.0,0,24.69999999999999,35.89999999999998
8856,M23716,M,,63.7,21.0,0,24.69999999999999,35.89999999999998
8857,L56037,L,1742.0,26.3,24.0,0,24.69999999999999,35.89999999999998
8858,L56038,L,1506.0,33.5,26.0,0,24.80000000000001,35.89999999999998
8859,L56039,L,1457.0,44.4,28.0,0,24.899999999999977,36.10000000000002
8860,M23720,M,1488.0,37.3,30.0,0,24.899999999999977,
8861,L56041,L,1619.0,34.7,33.0,0,24.899999999999977,36.10000000000002
8862,M23722,M,1558.0,41.7,35.0,0,25.0,36.19999999999999
8863,L56043,L,1731.0,28.7,38.0,0,25.0,36.19999999999999
8864,M23724,M,1574.0,34.8,40.0,0,25.0,36.10000000000002
8865,L56045,L,1290.0,49.8,43.0,0,24.899999999999977,36.0
8866,H38280,H,1416.0,39.6,45.0,0,24.899999999999977,35.89999999999998
8867,L56047,L,1566.0,41.9,50.0,0,24.899999999999977,35.89999999999998
8868,L56048,L,1456.0,46.5,52.0,0,24.899999999999977,36.0
8869,L56049,L,1528.0,37.5,,0,24.899999999999977,36.0
8870,M23730,M,1338.0,49.6,56.0,0,24.899999999999977,36.10000000000002
8871,M23731,M,1558.0,39.2,59.0,0,24.899999999999977,36.10000000000002
8872,M23732,M,1614.0,38.1,,0,24.899999999999977,36.10000000000002
8873,H38287,H,1557.0,36.4,65.0,0,25.0,36.10000000000002
8874,L56054,L,1443.0,45.3,70.0,0,25.100000000000023,36.30000000000001
8875,H38289,H,1332.0,51.0,72.0,0,25.100000000000023,36.30000000000001
8876,M23736,M,1752.0,25.2,77.0,0,25.100000000000023,36.30000000000001
8877,M23737,M,1460.0,45.8,80.0,0,25.100000000000023,36.19999999999999
8878,L56058,L,1802.0,26.9,83.0,0,25.100000000000023,36.19999999999999
8879,L56059,L,1527.0,39.5,85.0,0,25.0,36.19999999999999
8880,L56060,L,1458.0,39.8,87.0,0,25.0,36.19999999999999
8881,H38295,H,1520.0,37.9,89.0,0,25.0,36.19999999999999
8882,L56062,L,1378.0,49.7,,0,25.0,36.19999999999999
8883,,M,1529.0,38.1,96.0,0,24.899999999999977,36.19999999999999
8884,L56064,L,1527.0,32.4,99.0,0,25.0,36.19999999999999
8885,M23745,M,1438.0,42.9,,0,25.0,36.19999999999999
8886,L56066,L,1583.0,36.7,104.0,0,24.899999999999977,
8887,L56067,L,1530.0,37.6,106.0,0,24.80000000000001,35.89999999999998
8888,M23748,M,1530.0,39.1,,0,24.69999999999999,35.89999999999998
8889,M23749,M,2089.0,19.1,111.0,0,24.69999999999999,35.80000000000001
8890,L56070,L,1616.0,34.2,114.0,0,24.69999999999999,35.80000000000001
8891,M23751,M,1681.0,28.3,116.0,0,24.69999999999999,35.89999999999998
8892,L56072,L,1475.0,43.0,119.0,0,24.600000000000023,35.80000000000001
8893,L56073,L,1371.0,46.5,121.0,0,24.5,35.69999999999999
8894,M23754,M,1546.0,38.0,123.0,0,24.5,35.69999999999999
8895,H38309,H,1461.0,40.1,126.0,0,24.399999999999977,35.60000000000002
8896,L56076,L,1638.0,31.9,131.0,0,24.399999999999977,35.69999999999999
8897,M23757,M,1577.0,35.6,133.0,0,24.30000000000001,
8898,L56078,L,1532.0,38.7,136.0,0,24.399999999999977,35.60000000000002
8899,M23759,M,1710.0,27.7,138.0,0,24.30000000000001,35.5
8900,M23760,M,1584.0,29.4,141.0,0,24.30000000000001,35.60000000000002
8901,L56081,L,1446.0,50.1,144.0,0,24.30000000000001,35.60000000000002
8902,H38316,H,1522.0,46.3,146.0,0,24.399999999999977,35.69999999999999
8903,M23763,M,1382.0,49.9,151.0,0,24.399999999999977,35.69999999999999
8904,L56084,L,1584.0,38.2,154.0,0,24.399999999999977,35.69999999999999
8905,L56085,L,1385.0,55.2,156.0,0,24.30000000000001,35.60000000000002
8906,L56086,L,1592.0,34.4,158.0,0,24.30000000000001,35.69999999999999
8907,M23767,M,1404.0,43.7,160.0,0,24.19999999999999,35.60000000000002
8908,L56088,L,1518.0,44.3,163.0,0,24.19999999999999,35.5
8909,L56089,L,1529.0,40.4,165.0,0,24.100000000000023,35.39999999999998
8910,L56090,L,1550.0,37.0,167.0,0,24.100000000000023,35.39999999999998
8911,L56091,L,1773.0,23.8,,0,24.100000000000023,35.30000000000001
8912,,L,1446.0,43.7,171.0,0,24.19999999999999,35.5
8913,M23773,M,1487.0,46.9,173.0,0,24.19999999999999,35.5
8914,M23774,M,1524.0,49.3,176.0,0,24.30000000000001,35.5
8915,L56095,L,1403.0,54.1,179.0,0,24.100000000000023,35.30000000000001
8916,L56096,L,2267.0,15.7,181.0,0,24.100000000000023,35.19999999999999
8917,M23777,M,1529.0,37.9,183.0,0,24.100000000000023,35.19999999999999
8918,L56098,L,1402.0,51.2,186.0,0,24.100000000000023,35.19999999999999
8919,L56099,L,1693.0,28.0,188.0,0,24.19999999999999,35.30000000000001
8920,L56100,L,1496.0,45.8,190.0,0,24.100000000000023,35.30000000000001
8921,L56101,L,1633.0,33.3,192.0,0,24.100000000000023,35.10000000000002
8922,,L,1399.0,42.6,194.0,0,24.100000000000023,35.19999999999999
8923,M23783,M,1363.0,45.3,196.0,0,24.0,35.10000000000002
8924,H38338,H,1527.0,42.2,199.0,0,24.100000000000023,35.19999999999999
8925,M23785,M,1405.0,42.5,204.0,0,24.19999999999999,35.19999999999999
8926,M23786,M,1459.0,59.6,207.0,1,24.30000000000001,35.30000000000001
8927,M23787,M,1789.0,25.0,,0,24.399999999999977,35.39999999999998
8928,L56108,L,1531.0,41.5,213.0,0,24.399999999999977,35.39999999999998
8929,M23789,M,1620.0,35.8,215.0,0,24.399999999999977,35.39999999999998
8930,L56110,L,1571.0,39.4,0.0,0,24.399999999999977,35.39999999999998
8931,L56111,L,1434.0,39.9,2.0,0,24.399999999999977,35.39999999999998
8932,L56112,L,1474.0,43.6,4.0,0,24.399999999999977,35.39999999999998
8933,M23793,M,1544.0,41.7,6.0,0,24.30000000000001,35.30000000000001
8934,L56114,L,1601.0,35.7,9.0,0,24.30000000000001,35.19999999999999
8935,L56115,L,1801.0,26.9,11.0,0,24.399999999999977,35.30000000000001
8936,L56116,L,,42.0,13.0,0,24.399999999999977,35.30000000000001
8937,M23797,M,1340.0,52.6,15.0,0,24.399999999999977,35.39999999999998
8938,M23798,M,1517.0,41.0,18.0,0,24.399999999999977,35.39999999999998
8939,M23799,M,1434.0,44.8,21.0,0,24.30000000000001,35.39999999999998
8940,H38354,H,1935.0,19.3,24.0,0,24.30000000000001,35.30000000000001
8941,M23801,M,1595.0,32.2,29.0,0,24.30000000000001,35.30000000000001
8942,L56122,L,2188.0,17.0,32.0,0,24.30000000000001,35.30000000000001
8943,M23803,M,1449.0,44.4,34.0,0,24.30000000000001,35.39999999999998
8944,L56124,L,1471.0,38.2,37.0,0,24.30000000000001,
8945,L56125,L,1639.0,33.8,,0,24.399999999999977,35.19999999999999
8946,M23806,M,1846.0,24.5,41.0,0,24.30000000000001,35.19999999999999
8947,M23807,M,1452.0,38.2,44.0,0,24.30000000000001,35.19999999999999
8948,M23808,M,1483.0,41.9,47.0,0,24.399999999999977,35.30000000000001
8949,L56129,L,1284.0,60.3,50.0,0,24.399999999999977,35.30000000000001
8950,L56130,L,1419.0,50.0,52.0,0,24.399999999999977,35.19999999999999
8951,L56131,L,1763.0,28.4,54.0,0,24.30000000000001,35.10000000000002
8952,M23812,M,1478.0,42.5,56.0,0,24.19999999999999,35.0
8953,L56133,L,1518.0,36.0,59.0,0,24.30000000000001,35.0
8954,L56134,L,1447.0,49.0,61.0,0,24.30000000000001,35.0
8955,M23815,M,1355.0,55.1,63.0,0,24.399999999999977,35.0
8956,L56136,L,1348.0,57.4,66.0,0,24.399999999999977,35.10000000000002
8957,L56137,L,1348.0,53.7,68.0,0,24.399999999999977,35.10000000000002
8958,M23818,M,1734.0,27.7,70.0,0,24.399999999999977,35.10000000000002
8959,L56139,L,1420.0,46.5,,0,24.30000000000001,35.0
8960,L56140,L,1797.0,24.7,,0,24.30000000000001,34.89999999999998
8961,M23821,M,1403.0,45.0,77.0,0,24.30000000000001,
8962,L56142,L,1628.0,30.2,80.0,0,24.30000000000001,34.89999999999998
8963,M23823,M,1687.0,30.4,,0,24.19999999999999,34.89999999999998
8964,M23824,M,1456.0,44.9,85.0,0,24.19999999999999,34.89999999999998
8965,L56145,L,1496.0,44.7,,0,24.100000000000023,34.89999999999998
8966,L56146,L,1636.0,30.3,90.0,0,24.100000000000023,
8967,L56147,L,1536.0,40.4,92.0,0,24.100000000000023,34.80000000000001
8968,L56148,L,1454.0,50.6,,0,24.100000000000023,34.80000000000001
8969,L56149,L,1396.0,50.0,96.0,0,24.0,34.80000000000001
8970,L56150,L,1575.0,37.4,98.0,0,24.0,34.60000000000002
8971,L56151,L,1514.0,35.7,100.0,0,23.899999999999977,34.60000000000002
8972,M23832,M,1455.0,49.9,102.0,0,23.80000000000001,34.39999999999998
8973,L56153,L,1549.0,48.3,,0,23.80000000000001,34.39999999999998
8974,L56154,L,1474.0,42.4,107.0,0,23.80000000000001,34.5
8975,H38389,H,1661.0,34.2,109.0,0,23.69999999999999,34.39999999999998
8976,L56156,L,1535.0,34.6,114.0,0,23.69999999999999,34.39999999999998
8977,M23837,M,1556.0,31.2,116.0,0,23.899999999999977,34.5
8978,L56158,L,1435.0,45.0,119.0,0,23.899999999999977,34.60000000000002
8979,M23839,M,1332.0,51.1,121.0,0,23.899999999999977,34.5
8980,L56160,L,1513.0,42.4,,0,24.0,34.60000000000002
8981,L56161,L,1502.0,39.4,126.0,0,24.0,34.69999999999999
8982,L56162,L,1315.0,60.1,128.0,0,24.0,34.69999999999999
8983,M23843,M,1261.0,51.1,130.0,0,24.0,34.69999999999999
8984,L56164,L,1406.0,60.4,133.0,0,24.100000000000023,34.80000000000001
8985,L56165,L,1584.0,42.3,135.0,0,24.100000000000023,34.80000000000001
8986,M23846,M,1443.0,43.9,,0,24.100000000000023,34.80000000000001
8987,L56167,L,1580.0,35.8,140.0,0,24.19999999999999,34.89999999999998
8988,L56168,L,1825.0,24.6,142.0,0,24.19999999999999,34.89999999999998
8989,L56169,L,1469.0,48.2,144.0,0,24.19999999999999,34.89999999999998
8990,L56170,L,1493.0,38.4,146.0,0,24.19999999999999,34.89999999999998
8991,M23851,M,1598.0,29.4,148.0,0,24.30000000000001,35.0
8992,H38406,H,1450.0,37.2,,0,24.19999999999999,34.89999999999998
8993,M23853,M,,37.5,156.0,0,24.19999999999999,34.89999999999998
8994,M23854,M,1980.0,20.3,159.0,0,24.100000000000023,34.89999999999998
8995,L56175,L,1474.0,43.7,,0,24.19999999999999,35.0
8996,L56176,L,1540.0,37.1,164.0,0,24.19999999999999,34.89999999999998
8997,M23857,M,1609.0,38.9,166.0,0,24.100000000000023,34.89999999999998
8998,L56178,L,1467.0,42.8,,0,24.100000000000023,35.0
8999,L56179,L,1492.0,39.4,171.0,0,24.100000000000023,
9000,L56180,L,1493.0,46.1,173.0,0,24.0,34.89999999999998
9001,L56181,L,1500.0,39.9,175.0,0,24.0,34.80000000000001
9002,L56182,L,1477.0,36.6,177.0,0,24.100000000000023,34.80000000000001
9003,L56183,L,1342.0,49.1,179.0,0,24.100000000000023,34.89999999999998
9004,M23864,M,1538.0,34.3,181.0,0,24.100000000000023,34.80000000000001
9005,L56185,L,1337.0,58.1,184.0,0,24.19999999999999,34.89999999999998
9006,L56186,L,1417.0,41.8,186.0,0,24.30000000000001,34.89999999999998
9007,L56187,L,1383.0,46.2,,0,24.399999999999977,35.0
9008,M23868,M,1440.0,42.4,190.0,0,24.399999999999977,35.0
9009,L56189,L,1579.0,34.4,193.0,0,24.30000000000001,34.89999999999998
9010,L56190,L,1441.0,40.0,195.0,0,24.19999999999999,34.89999999999998
9011,M23871,M,1530.0,35.9,197.0,0,24.19999999999999,34.89999999999998
9012,L56192,L,1705.0,26.0,200.0,0,24.19999999999999,35.0
9013,H38427,H,1435.0,43.0,202.0,0,24.19999999999999,35.0
9014,M23874,M,1340.0,61.3,207.0,1,24.19999999999999,35.10000000000002
9015,L56195,L,1431.0,49.7,210.0,1,24.19999999999999,35.10000000000002
9016,L56196,L,1396.0,52.7,212.0,1,24.30000000000001,35.19999999999999
9017,M23877,M,1369.0,52.0,,0,24.30000000000001,35.10000000000002
9018,L56198,L,1615.0,35.4,217.0,1,24.30000000000001,35.10000000000002
9019,L56199,L,1662.0,31.3,,0,24.19999999999999,35.10000000000002
9020,L56200,L,1553.0,33.5,2.0,0,24.30000000000001,35.19999999999999
9021,M23881,M,1536.0,34.6,4.0,0,24.399999999999977,35.19999999999999
9022,L56202,L,1548.0,46.6,7.0,0,24.399999999999977,35.30000000000001
9023,L56203,L,1706.0,30.9,9.0,0,24.399999999999977,35.30000000000001
9024,L56204,L,1366.0,45.5,11.0,0,24.399999999999977,35.30000000000001
9025,L56205,L,1440.0,35.9,13.0,0,24.5,
9026,M23886,M,,28.1,15.0,0,24.5,35.39999999999998
9027,M23887,M,1444.0,44.0,18.0,0,24.399999999999977,35.30000000000001
9028,L56208,L,1395.0,48.7,21.0,0,24.399999999999977,35.30000000000001
9029,L56209,L,1483.0,38.8,23.0,0,24.399999999999977,35.30000000000001
9030,M23890,M,1403.0,44.3,25.0,0,24.5,35.39999999999998
9031,H38445,H,1793.0,23.9,28.0,0,24.5,35.39999999999998
9032,L56212,L,1723.0,28.8,33.0,0,24.399999999999977,35.30000000000001
9033,L56213,L,1386.0,41.0,35.0,0,24.399999999999977,35.19999999999999
9034,H38448,H,1585.0,46.2,37.0,0,24.399999999999977,35.19999999999999
9035,M23895,M,1731.0,27.7,42.0,0,24.30000000000001,35.10000000000002
9036,L56216,L,1519.0,37.7,,0,24.30000000000001,35.30000000000001
9037,L56217,L,1896.0,24.4,47.0,0,24.30000000000001,35.19999999999999
9038,L56218,L,2358.0,14.9,49.0,0,24.30000000000001,35.30000000000001
9039,M23899,M,1341.0,51.9,,0,24.30000000000001,35.30000000000001
9040,L56220,L,1550.0,37.0,54.0,0,24.30000000000001,35.30000000000001
9041,L56221,L,1309.0,61.5,56.0,0,24.30000000000001,35.30000000000001
9042,M23902,M,1599.0,32.9,58.0,0,24.30000000000001,35.39999999999998
9043,L56223,L,1343.0,40.0,61.0,0,24.399999999999977,35.39999999999998
9044,L56224,L,1378.0,39.9,63.0,0,24.399999999999977,
9045,L56225,L,1603.0,34.6,65.0,0,24.399999999999977,35.39999999999998
9046,L56226,L,1664.0,28.1,67.0,0,24.399999999999977,35.39999999999998
9047,L56227,L,1488.0,37.4,69.0,0,24.30000000000001,35.39999999999998
9048,M23908,M,1370.0,50.5,71.0,0,24.30000000000001,35.39999999999998
9049,L56229,L,1545.0,34.3,,0,24.30000000000001,35.5
9050,M23910,M,1566.0,31.4,76.0,0,24.399999999999977,35.5
9051,L56231,L,1820.0,24.6,79.0,0,24.399999999999977,35.60000000000002
9052,M23912,M,1901.0,22.1,81.0,0,24.399999999999977,35.60000000000002
9053,M23913,M,1638.0,32.2,84.0,0,24.399999999999977,35.5
9054,M23914,M,1521.0,38.2,87.0,0,24.30000000000001,
9055,H38469,H,1864.0,23.1,90.0,0,24.30000000000001,35.39999999999998
9056,L56236,L,1430.0,41.9,95.0,0,24.30000000000001,35.30000000000001
9057,M23917,M,1686.0,34.5,97.0,0,24.30000000000001,35.39999999999998
9058,M23918,M,1326.0,57.2,100.0,0,24.19999999999999,35.30000000000001
9059,L56239,L,1805.0,25.6,103.0,0,24.19999999999999,35.30000000000001
9060,H38474,H,1453.0,45.8,105.0,0,24.19999999999999,35.30000000000001
9061,M23921,M,1863.0,26.0,110.0,0,24.19999999999999,35.39999999999998
9062,L56242,L,1576.0,35.3,113.0,0,24.19999999999999,35.30000000000001
9063,L56243,L,1419.0,39.7,115.0,0,24.19999999999999,35.30000000000001
9064,L56244,L,1833.0,25.2,117.0,0,24.19999999999999,35.39999999999998
9065,H38479,H,2182.0,17.3,119.0,0,24.19999999999999,35.39999999999998
9066,L56246,L,1656.0,30.3,124.0,0,24.19999999999999,35.30000000000001
9067,L56247,L,1351.0,56.6,126.0,0,24.100000000000023,35.19999999999999
9068,H38482,H,1790.0,30.3,128.0,0,24.100000000000023,35.19999999999999
9069,M23929,M,1678.0,28.1,133.0,0,24.19999999999999,35.19999999999999
9070,L56250,L,1427.0,45.2,136.0,0,24.100000000000023,35.19999999999999
9071,L56251,L,1429.0,54.0,138.0,0,24.0,35.10000000000002
9072,H38486,H,1770.0,27.2,140.0,0,24.19999999999999,35.10000000000002
9073,L56253,L,1689.0,31.2,145.0,0,24.19999999999999,35.10000000000002
9074,M23934,M,1554.0,41.3,147.0,0,24.19999999999999,
9075,L56255,L,1506.0,36.0,150.0,0,24.30000000000001,35.10000000000002
9076,L56256,L,1474.0,44.3,152.0,0,24.19999999999999,35.10000000000002
9077,L56257,L,1762.0,26.1,154.0,0,24.30000000000001,35.10000000000002
9078,L56258,L,1566.0,35.7,156.0,0,24.30000000000001,35.10000000000002
9079,H38493,H,1554.0,42.4,158.0,0,24.30000000000001,35.10000000000002
9080,L56260,L,1869.0,25.4,163.0,0,24.19999999999999,35.0
9081,L56261,L,1527.0,35.1,165.0,0,24.30000000000001,35.0
9082,L56262,L,1309.0,49.6,167.0,0,24.19999999999999,34.89999999999998
9083,M23943,M,1541.0,35.7,169.0,0,24.19999999999999,34.89999999999998
9084,L56264,L,1326.0,75.4,172.0,1,24.19999999999999,34.89999999999998
9085,H38499,H,1365.0,54.0,174.0,0,24.100000000000023,34.89999999999998
9086,L56266,L,1428.0,43.7,,0,24.100000000000023,34.80000000000001
9087,L56267,L,1681.0,27.6,181.0,0,24.100000000000023,34.80000000000001
9088,M23948,M,1662.0,26.9,183.0,0,24.100000000000023,34.89999999999998
9089,,L,1989.0,20.3,186.0,0,24.19999999999999,34.89999999999998
9090,M23950,M,1747.0,29.0,188.0,0,24.19999999999999,34.89999999999998
9091,M23951,M,1765.0,31.1,,0,24.19999999999999,35.0
9092,L56272,L,1568.0,34.4,194.0,0,24.30000000000001,35.10000000000002
9093,M23953,M,1709.0,30.6,196.0,0,24.30000000000001,35.10000000000002
9094,M23954,M,1370.0,58.8,,0,24.30000000000001,35.10000000000002
9095,L56275,L,1458.0,45.7,202.0,0,24.30000000000001,
9096,L56276,L,1712.0,30.9,,0,24.19999999999999,
9097,L56277,L,1642.0,36.9,206.0,0,24.30000000000001,35.10000000000002
9098,L56278,L,1468.0,49.8,0.0,0,24.30000000000001,35.10000000000002
9099,H38513,H,1477.0,52.3,2.0,0,24.30000000000001,35.10000000000002
9100,L56280,L,1446.0,53.5,7.0,0,24.30000000000001,35.19999999999999
9101,H38515,H,1653.0,31.4,9.0,0,24.30000000000001,35.19999999999999
9102,,L,1494.0,38.2,14.0,0,24.30000000000001,35.30000000000001
9103,L56283,L,1490.0,41.0,16.0,0,24.30000000000001,35.19999999999999
9104,M23964,M,1550.0,47.8,18.0,0,24.399999999999977,35.30000000000001
9105,M23965,M,1677.0,34.9,21.0,0,24.30000000000001,35.19999999999999
9106,L56286,L,1854.0,21.8,24.0,0,24.399999999999977,35.30000000000001
9107,M23967,M,1662.0,30.3,26.0,0,24.5,
9108,M23968,M,1440.0,38.8,29.0,0,24.5,35.60000000000002
9109,L56289,L,1513.0,39.7,32.0,0,24.5,35.60000000000002
9110,M23970,M,1389.0,49.0,34.0,0,24.600000000000023,35.60000000000002
9111,L56291,L,1351.0,51.0,37.0,0,24.600000000000023,35.60000000000002
9112,M23972,M,1482.0,38.3,39.0,0,24.600000000000023,35.60000000000002
9113,L56293,L,1744.0,28.5,42.0,0,24.600000000000023,35.60000000000002
9114,L56294,L,1476.0,39.0,44.0,0,24.600000000000023,35.69999999999999
9115,M23975,M,1444.0,48.2,46.0,0,24.600000000000023,35.60000000000002
9116,H38530,H,1659.0,32.1,49.0,0,24.600000000000023,35.69999999999999
9117,M23977,M,1475.0,46.6,54.0,0,24.600000000000023,35.69999999999999
9118,L56298,L,1526.0,42.1,57.0,0,24.600000000000023,35.60000000000002
9119,M23979,M,1675.0,29.5,59.0,0,24.399999999999977,35.39999999999998
9120,L56300,L,1525.0,38.7,62.0,0,24.399999999999977,35.39999999999998
9121,L56301,L,1396.0,45.9,64.0,0,24.30000000000001,35.30000000000001
9122,L56302,L,1580.0,41.2,66.0,0,24.399999999999977,35.39999999999998
9123,L56303,L,1462.0,42.8,68.0,0,24.399999999999977,
9124,L56304,L,1426.0,50.4,70.0,0,24.399999999999977,35.39999999999998
9125,L56305,L,1569.0,34.2,72.0,0,24.399999999999977,35.5
9126,L56306,L,,40.7,74.0,0,24.399999999999977,
9127,L56307,L,1761.0,27.2,76.0,0,24.399999999999977,35.5
9128,M23988,M,1486.0,45.9,78.0,0,24.5,35.60000000000002
9129,L56309,L,1664.0,30.1,81.0,0,24.600000000000023,35.60000000000002
9130,L56310,L,1576.0,32.7,83.0,0,24.600000000000023,35.60000000000002
9131,H38545,H,1463.0,46.7,85.0,0,24.600000000000023,35.60000000000002
9132,M23992,M,1585.0,42.0,90.0,0,24.600000000000023,35.60000000000002
9133,L56313,L,1479.0,45.7,93.0,0,24.69999999999999,35.69999999999999
9134,,L,1449.0,40.2,95.0,0,24.69999999999999,35.69999999999999
9135,H38549,H,1404.0,50.3,97.0,0,24.69999999999999,35.80000000000001
9136,L56316,L,1694.0,29.1,102.0,0,24.69999999999999,35.69999999999999
9137,L56317,L,1731.0,28.4,,0,24.69999999999999,35.69999999999999
9138,L56318,L,1522.0,37.0,106.0,0,24.600000000000023,35.60000000000002
9139,L56319,L,1536.0,36.9,108.0,0,24.5,35.5
9140,L56320,L,1373.0,39.9,110.0,0,24.5,35.5
9141,L56321,L,1597.0,36.4,112.0,0,24.5,35.5
9142,L56322,L,1678.0,34.2,114.0,0,24.600000000000023,35.5
9143,L56323,L,1452.0,42.6,116.0,0,24.600000000000023,
9144,M24004,M,1447.0,41.6,118.0,0,24.5,35.5
9145,,L,1574.0,37.1,121.0,0,24.600000000000023,35.5
9146,,L,1528.0,40.0,123.0,0,24.600000000000023,35.60000000000002
9147,L56327,L,1688.0,27.2,125.0,0,24.69999999999999,35.69999999999999
9148,L56328,L,1393.0,40.4,127.0,0,24.600000000000023,35.60000000000002
9149,M24009,M,1429.0,50.5,129.0,0,24.5,35.60000000000002
9150,M24010,M,1347.0,57.0,,0,24.5,35.60000000000002
9151,L56331,L,1553.0,40.5,135.0,0,24.600000000000023,35.60000000000002
9152,L56332,L,1260.0,53.6,137.0,0,24.5,35.60000000000002
9153,L56333,L,1546.0,33.8,139.0,0,24.5,35.60000000000002
9154,L56334,L,1596.0,36.0,141.0,0,24.5,35.60000000000002
9155,L56335,L,1340.0,57.4,,0,24.5,35.5
9156,M24016,M,1369.0,54.8,145.0,0,24.5,35.39999999999998
9157,L56337,L,1462.0,52.3,148.0,0,24.5,35.5
9158,H38572,H,1487.0,46.2,150.0,0,24.399999999999977,35.39999999999998
9159,M24019,M,1510.0,35.5,155.0,0,24.5,35.60000000000002
9160,H38574,H,1671.0,28.0,158.0,0,24.5,35.5
9161,M24021,M,1612.0,30.0,163.0,0,24.5,35.5
9162,M24022,M,1509.0,39.7,166.0,0,24.600000000000023,35.60000000000002
9163,L56343,L,1415.0,47.3,169.0,0,24.600000000000023,35.60000000000002
9164,L56344,L,2384.0,14.4,171.0,0,24.600000000000023,35.60000000000002
9165,L56345,L,1326.0,62.4,173.0,0,24.600000000000023,35.60000000000002
9166,M24026,M,1390.0,53.4,175.0,0,24.600000000000023,35.60000000000002
9167,M24027,M,1392.0,41.2,,0,24.600000000000023,35.69999999999999
9168,H38582,H,1385.0,44.4,181.0,0,24.600000000000023,35.80000000000001
9169,L56349,L,1896.0,24.5,186.0,0,24.69999999999999,35.80000000000001
9170,L56350,L,1474.0,46.8,188.0,0,24.69999999999999,35.69999999999999
9171,M24031,M,1388.0,45.6,190.0,0,24.69999999999999,35.80000000000001
9172,L56352,L,1715.0,27.2,193.0,0,24.69999999999999,35.89999999999998
9173,H38587,H,1650.0,32.2,195.0,0,24.80000000000001,35.89999999999998
9174,L56354,L,1871.0,25.6,200.0,1,24.80000000000001,35.89999999999998
9175,L56355,L,1403.0,64.2,0.0,1,24.80000000000001,36.0
9176,L56356,L,1518.0,40.4,,0,24.80000000000001,35.89999999999998
9177,L56357,L,1504.0,43.0,4.0,0,24.899999999999977,36.10000000000002
9178,L56358,L,1340.0,56.9,6.0,0,24.80000000000001,36.0
9179,H38593,H,1435.0,44.7,8.0,0,24.899999999999977,36.10000000000002
9180,L56360,L,1507.0,36.9,13.0,0,24.899999999999977,36.10000000000002
9181,L56361,L,1521.0,36.1,15.0,0,24.899999999999977,36.10000000000002
9182,M24042,M,1576.0,45.0,17.0,0,24.80000000000001,36.0
9183,L56363,L,1543.0,36.6,20.0,0,24.899999999999977,36.10000000000002
9184,L56364,L,,36.6,22.0,0,25.0,36.19999999999999
9185,,L,1442.0,50.3,24.0,0,24.899999999999977,36.10000000000002
9186,L56366,L,1629.0,29.0,26.0,0,24.899999999999977,36.0
9187,L56367,L,1379.0,47.3,28.0,0,24.899999999999977,36.0
9188,L56368,L,1502.0,40.2,30.0,0,24.899999999999977,36.0
9189,L56369,L,1595.0,32.0,32.0,0,24.899999999999977,36.10000000000002
